MapName,WinCntOfRed,WinCntOfBlue,DrawCnt,FirstMove
./autobattle/genmap699.tbsmap,1,0,0,5:6:2:5:2:4
./autobattle/genmap7.tbsmap,1,0,0,2:5:5:4:6:4
./autobattle/genmap70.tbsmap,1,0,0,3:3:3:3:2:3
./autobattle/genmap700.tbsmap,0,1,0,6:2:6:1:5:1
./autobattle/genmap701.tbsmap,0,1,0,5:5:5:4:6:4
./autobattle/genmap702.tbsmap,1,0,0,1:1:1:2:1:3
./autobattle/genmap703.tbsmap,1,0,0,6:6:3:5:3:4
./autobattle/genmap704.tbsmap,0,1,0,5:2:6:2:6:3
./autobattle/genmap705.tbsmap,1,0,0,2:6:2:4:1:4
./autobattle/genmap706.tbsmap,1,0,0,4:3:5:2:6:2
./autobattle/genmap707.tbsmap,1,0,0,2:4:1:3:1:2
./autobattle/genmap708.tbsmap,0,0,1,6:6:5:1:4:1
./autobattle/genmap709.tbsmap,1,0,0,4:5:4:5:5:5
./autobattle/genmap71.tbsmap,0,1,0,2:1:4:2:3:2
./autobattle/genmap710.tbsmap,1,0,0,6:2:5:6:4:6
./autobattle/genmap711.tbsmap,1,0,0,5:1:3:1:3:2
./autobattle/genmap712.tbsmap,1,0,0,2:1:5:3:5:4
./autobattle/genmap713.tbsmap,1,0,0,1:4:1:5:1:6
./autobattle/genmap714.tbsmap,1,0,0,1:6:3:2:2:2
./autobattle/genmap715.tbsmap,0,1,0,3:5:1:3:2:3
./autobattle/genmap716.tbsmap,1,0,0,2:6:6:5:6:4
./autobattle/genmap717.tbsmap,0,1,0,1:5:1:5:1:6
./autobattle/genmap718.tbsmap,1,0,0,2:3:1:6:1:5
./autobattle/genmap719.tbsmap,1,0,0,4:3:6:4:6:3
./autobattle/genmap72.tbsmap,1,0,0,3:2:5:5:4:5
./autobattle/genmap720.tbsmap,1,0,0,6:5:4:6:4:5
./autobattle/genmap721.tbsmap,0,0,1,4:6:5:5:6:5
./autobattle/genmap722.tbsmap,1,0,0,5:5:5:2:6:2
./autobattle/genmap723.tbsmap,0,0,1,4:6:4:3:3:3
./autobattle/genmap724.tbsmap,1,0,0,6:4:3:5:2:5
./autobattle/genmap725.tbsmap,1,0,0,5:4:6:2:5:2
./autobattle/genmap726.tbsmap,1,0,0,2:3:5:5:6:5
./autobattle/genmap727.tbsmap,0,1,0,1:3:5:3:5:4
./autobattle/genmap728.tbsmap,0,1,0,2:4:3:3:2:3
./autobattle/genmap729.tbsmap,1,0,0,5:4:5:2:5:3
./autobattle/genmap73.tbsmap,1,0,0,1:6:3:5:3:6
./autobattle/genmap730.tbsmap,0,1,0,6:1:4:1:3:1
./autobattle/genmap731.tbsmap,1,0,0,4:3:2:2:3:2
./autobattle/genmap732.tbsmap,1,0,0,3:6:3:3:2:3
./autobattle/genmap733.tbsmap,1,0,0,5:5:3:3:4:3
./autobattle/genmap734.tbsmap,1,0,0,4:1:2:3:2:4
./autobattle/genmap735.tbsmap,0,1,0,3:2:5:4:4:4
./autobattle/genmap736.tbsmap,1,0,0,6:2:6:2:5:2
./autobattle/genmap737.tbsmap,0,1,0,1:4:4:5:5:5
./autobattle/genmap738.tbsmap,0,1,0,6:4:6:4:6:3
./autobattle/genmap739.tbsmap,1,0,0,4:5:3:3:2:3
./autobattle/genmap74.tbsmap,1,0,0,2:2:2:1:3:1
./autobattle/genmap740.tbsmap,0,1,0,2:6:2:6:2:5
./autobattle/genmap741.tbsmap,1,0,0,2:4:2:4:3:4
./autobattle/genmap742.tbsmap,0,0,1,3:4:6:3:6:4
./autobattle/genmap743.tbsmap,1,0,0,1:5:2:2:2:3
./autobattle/genmap744.tbsmap,1,0,0,3:6:5:3:5:4
./autobattle/genmap745.tbsmap,0,1,0,1:6:2:4:2:5
./autobattle/genmap746.tbsmap,1,0,0,4:2:3:3:3:4
./autobattle/genmap747.tbsmap,1,0,0,2:2:6:4:5:4
./autobattle/genmap748.tbsmap,0,1,0,6:5:4:1:5:1
./autobattle/genmap749.tbsmap,0,0,1,5:1:5:2:4:2
./autobattle/genmap75.tbsmap,0,1,0,1:5:1:5:2:5
./autobattle/genmap750.tbsmap,1,0,0,4:2:5:4:4:4
./autobattle/genmap751.tbsmap,0,1,0,3:2:6:2:6:1
./autobattle/genmap752.tbsmap,1,0,0,4:6:4:5:3:5
./autobattle/genmap753.tbsmap,1,0,0,5:1:5:5:5:6
./autobattle/genmap754.tbsmap,1,0,0,4:4:2:2:1:2
./autobattle/genmap755.tbsmap,1,0,0,3:5:3:5:2:5
./autobattle/genmap756.tbsmap,0,1,0,3:2:1:3:1:2
./autobattle/genmap757.tbsmap,1,0,0,1:6:1:3:1:2
./autobattle/genmap758.tbsmap,1,0,0,3:4:3:6:2:6
./autobattle/genmap759.tbsmap,1,0,0,3:6:4:6:5:6
./autobattle/genmap76.tbsmap,1,0,0,4:6:4:4:4:3
./autobattle/genmap760.tbsmap,1,0,0,2:3:5:3:4:3
./autobattle/genmap761.tbsmap,0,1,0,1:1:3:3:3:2
./autobattle/genmap762.tbsmap,1,0,0,6:6:5:5:5:4
./autobattle/genmap763.tbsmap,1,0,0,1:3:4:3:4:4
./autobattle/genmap764.tbsmap,0,1,0,2:2:4:2:3:2
./autobattle/genmap765.tbsmap,1,0,0,1:1:4:1:5:1
./autobattle/genmap766.tbsmap,0,1,0,6:6:6:2:5:2
./autobattle/genmap767.tbsmap,0,1,0,1:4:4:5:4:4
./autobattle/genmap768.tbsmap,1,0,0,2:1:5:1:6:1
./autobattle/genmap769.tbsmap,1,0,0,1:3:6:2:6:3
./autobattle/genmap77.tbsmap,1,0,0,3:1:3:3:2:3
./autobattle/genmap770.tbsmap,1,0,0,1:2:2:2:2:1
./autobattle/genmap771.tbsmap,1,0,0,6:4:6:5:5:5
./autobattle/genmap772.tbsmap,1,0,0,1:1:4:6:5:6
./autobattle/genmap773.tbsmap,1,0,0,2:5:1:3:1:2
./autobattle/genmap774.tbsmap,1,0,0,3:3:6:5:6:4
./autobattle/genmap775.tbsmap,0,0,1,3:2:2:4:1:4
./autobattle/genmap776.tbsmap,1,0,0,6:5:3:4:2:4
./autobattle/genmap777.tbsmap,1,0,0,2:5:5:2:6:2
./autobattle/genmap778.tbsmap,1,0,0,6:6:4:4:3:4
./autobattle/genmap779.tbsmap,1,0,0,2:2:2:5:2:6
./autobattle/genmap78.tbsmap,0,1,0,4:5:2:3:3:3
./autobattle/genmap780.tbsmap,0,1,0,6:5:6:2:5:2
./autobattle/genmap781.tbsmap,1,0,0,6:4:4:4:3:4
./autobattle/genmap782.tbsmap,1,0,0,4:5:4:5:4:4
./autobattle/genmap783.tbsmap,0,1,0,5:1:2:2:2:1
./autobattle/genmap784.tbsmap,1,0,0,1:1:3:3:2:3
./autobattle/genmap785.tbsmap,1,0,0,5:6:4:5:3:5
./autobattle/genmap786.tbsmap,1,0,0,4:4:4:3:3:3
./autobattle/genmap787.tbsmap,0,1,0,4:1:2:3:1:3
./autobattle/genmap788.tbsmap,1,0,0,3:5:6:3:5:3
./autobattle/genmap789.tbsmap,0,0,1,3:6:4:6:4:5
./autobattle/genmap79.tbsmap,1,0,0,4:5:4:1:5:1
./autobattle/genmap790.tbsmap,0,0,1,1:2:4:1:3:1
./autobattle/genmap791.tbsmap,1,0,0,2:2:3:5:2:5
./autobattle/genmap792.tbsmap,1,0,0,3:3:4:4:5:4
./autobattle/genmap793.tbsmap,1,0,0,4:4:2:5:1:5
./autobattle/genmap794.tbsmap,0,0,1,4:4:5:5:4:5
./autobattle/genmap795.tbsmap,0,1,0,3:6:2:5:1:5
./autobattle/genmap796.tbsmap,0,0,1,1:2:3:3:3:4
./autobattle/genmap797.tbsmap,1,0,0,4:2:4:3:3:3
./autobattle/genmap798.tbsmap,1,0,0,4:3:2:4:1:4
./autobattle/genmap799.tbsmap,0,0,1,2:4:5:5:6:5
./autobattle/genmap8.tbsmap,1,0,0,1:4:2:6:1:6
./autobattle/genmap80.tbsmap,1,0,0,5:4:6:3:6:4
./autobattle/genmap800.tbsmap,0,0,1,6:2:6:3:5:3
./autobattle/genmap801.tbsmap,1,0,0,3:3:4:2:3:2
./autobattle/genmap802.tbsmap,1,0,0,4:2:6:5:5:5
./autobattle/genmap803.tbsmap,1,0,0,1:1:2:3:3:3
./autobattle/genmap804.tbsmap,1,0,0,3:3:6:2:6:3
./autobattle/genmap805.tbsmap,1,0,0,5:3:3:3:2:3
./autobattle/genmap806.tbsmap,0,1,0,6:4:5:4:5:3
./autobattle/genmap807.tbsmap,0,0,1,4:4:2:3:1:3
./autobattle/genmap808.tbsmap,0,1,0,2:6:1:5:1:4
./autobattle/genmap809.tbsmap,1,0,0,5:1:5:3:4:3
./autobattle/genmap81.tbsmap,1,0,0,2:6:3:5:2:5
./autobattle/genmap810.tbsmap,1,0,0,2:6:4:4:4:5
./autobattle/genmap811.tbsmap,1,0,0,4:3:5:2:5:3
./autobattle/genmap812.tbsmap,0,1,0,4:5:3:1:2:1
./autobattle/genmap813.tbsmap,0,1,0,4:1:5:1:6:1
./autobattle/genmap814.tbsmap,1,0,0,5:3:2:3:1:3
./autobattle/genmap815.tbsmap,1,0,0,3:3:2:2:2:1
./autobattle/genmap816.tbsmap,1,0,0,4:3:4:1:5:1
./autobattle/genmap817.tbsmap,1,0,0,2:2:2:4:2:5
./autobattle/genmap818.tbsmap,1,0,0,3:4:6:4:6:5
./autobattle/genmap819.tbsmap,1,0,0,4:6:3:5:2:5
./autobattle/genmap82.tbsmap,1,0,0,6:4:5:3:6:3
./autobattle/genmap820.tbsmap,1,0,0,4:3:6:2:6:3
./autobattle/genmap821.tbsmap,1,0,0,5:6:6:4:6:5
./autobattle/genmap822.tbsmap,1,0,0,1:2:4:1:4:2
./autobattle/genmap823.tbsmap,1,0,0,4:6:5:4:5:5
./autobattle/genmap824.tbsmap,0,1,0,6:4:6:2:6:1
./autobattle/genmap825.tbsmap,1,0,0,6:4:6:2:5:2
./autobattle/genmap826.tbsmap,0,1,0,6:5:2:5:1:5
./autobattle/genmap827.tbsmap,1,0,0,5:2:3:6:2:6
./autobattle/genmap828.tbsmap,1,0,0,4:4:4:4:4:3
./autobattle/genmap829.tbsmap,1,0,0,6:6:4:3:4:2
./autobattle/genmap83.tbsmap,1,0,0,2:5:5:5:6:5
./autobattle/genmap830.tbsmap,1,0,0,2:5:2:1:1:1
./autobattle/genmap831.tbsmap,1,0,0,4:3:4:2:5:2
./autobattle/genmap832.tbsmap,0,1,0,4:4:3:1:2:1
./autobattle/genmap833.tbsmap,1,0,0,3:3:3:6:2:6
./autobattle/genmap834.tbsmap,1,0,0,4:6:6:2:6:3
./autobattle/genmap835.tbsmap,1,0,0,6:2:5:2:5:3
./autobattle/genmap836.tbsmap,0,1,0,2:2:2:1:1:1
./autobattle/genmap837.tbsmap,1,0,0,3:2:2:5:1:5
./autobattle/genmap838.tbsmap,1,0,0,3:3:4:1:3:1
./autobattle/genmap839.tbsmap,1,0,0,4:1:6:3:6:4
./autobattle/genmap84.tbsmap,0,1,0,4:4:4:2:5:2
./autobattle/genmap840.tbsmap,0,0,1,3:1:6:1:5:1
./autobattle/genmap841.tbsmap,1,0,0,2:5:1:2:1:1
./autobattle/genmap842.tbsmap,0,1,0,6:6:6:1:5:1
./autobattle/genmap843.tbsmap,1,0,0,4:6:5:2:5:3
./autobattle/genmap844.tbsmap,0,0,1,5:2:6:4:6:5
./autobattle/genmap845.tbsmap,0,1,0,3:6:4:6:4:5
./autobattle/genmap846.tbsmap,1,0,0,4:1:6:5:6:6
./autobattle/genmap847.tbsmap,0,1,0,1:2:1:2:1:1
./autobattle/genmap848.tbsmap,1,0,0,3:6:2:3:1:3
./autobattle/genmap849.tbsmap,1,0,0,1:5:2:4:3:4
./autobattle/genmap85.tbsmap,1,0,0,5:4:5:4:4:4
./autobattle/genmap850.tbsmap,1,0,0,3:4:4:6:5:6
./autobattle/genmap851.tbsmap,1,0,0,4:4:6:6:5:6
./autobattle/genmap852.tbsmap,1,0,0,5:4:5:4:5:3
./autobattle/genmap853.tbsmap,1,0,0,5:4:5:5:4:5
./autobattle/genmap854.tbsmap,1,0,0,1:3:3:2:3:3
./autobattle/genmap855.tbsmap,1,0,0,2:1:4:2:4:3
./autobattle/genmap856.tbsmap,1,0,0,3:6:4:5:4:6
./autobattle/genmap857.tbsmap,0,0,1,2:4:6:3:5:3
./autobattle/genmap858.tbsmap,1,0,0,2:5:2:5:2:6
./autobattle/genmap859.tbsmap,0,1,0,6:2:5:1:6:1
./autobattle/genmap86.tbsmap,0,1,0,2:4:2:4:2:5
./autobattle/genmap860.tbsmap,0,1,0,4:6:3:1:3:2
./autobattle/genmap861.tbsmap,0,0,1,3:3:5:2:6:2
./autobattle/genmap862.tbsmap,1,0,0,3:4:5:3:6:3
./autobattle/genmap863.tbsmap,1,0,0,6:1:5:6:6:6
./autobattle/genmap864.tbsmap,1,0,0,4:2:1:1:2:1
./autobattle/genmap865.tbsmap,0,1,0,4:3:4:4:3:4
./autobattle/genmap866.tbsmap,1,0,0,2:5:4:1:5:1
./autobattle/genmap867.tbsmap,1,0,0,3:6:5:4:5:3
./autobattle/genmap868.tbsmap,1,0,0,1:4:4:5:4:4
./autobattle/genmap869.tbsmap,0,0,1,1:4:3:4:3:5
./autobattle/genmap87.tbsmap,1,0,0,5:4:5:5:5:6
./autobattle/genmap870.tbsmap,0,1,0,5:1:5:1:4:1
./autobattle/genmap871.tbsmap,1,0,0,5:3:5:4:4:4
./autobattle/genmap872.tbsmap,1,0,0,6:4:3:1:4:1
./autobattle/genmap873.tbsmap,1,0,0,5:3:6:5:6:6
./autobattle/genmap874.tbsmap,1,0,0,4:2:4:5:3:5
./autobattle/genmap875.tbsmap,0,1,0,1:1:3:1:4:1
./autobattle/genmap876.tbsmap,0,1,0,5:6:4:5:3:5
./autobattle/genmap877.tbsmap,0,0,1,1:5:6:1:5:1
./autobattle/genmap878.tbsmap,1,0,0,2:2:4:2:5:2
./autobattle/genmap879.tbsmap,0,1,0,6:2:3:3:2:3
./autobattle/genmap88.tbsmap,1,0,0,5:2:6:4:5:4
./autobattle/genmap880.tbsmap,1,0,0,3:2:5:1:6:1
./autobattle/genmap881.tbsmap,0,0,1,2:4:3:2:2:2
./autobattle/genmap882.tbsmap,0,0,1,6:6:5:5:6:5
./autobattle/genmap883.tbsmap,1,0,0,1:2:2:2:2:3
./autobattle/genmap884.tbsmap,1,0,0,6:4:4:4:3:4
./autobattle/genmap885.tbsmap,1,0,0,4:1:5:3:6:3
./autobattle/genmap886.tbsmap,0,1,0,5:2:3:1:4:1
./autobattle/genmap887.tbsmap,0,1,0,2:1:4:2:3:2
./autobattle/genmap888.tbsmap,0,0,1,6:1:6:1:6:2
./autobattle/genmap889.tbsmap,0,1,0,4:3:5:3:5:2
./autobattle/genmap89.tbsmap,0,1,0,3:1:1:2:1:2
./autobattle/genmap890.tbsmap,1,0,0,2:4:2:2:2:1
./autobattle/genmap891.tbsmap,0,1,0,5:1:2:3:1:3
./autobattle/genmap892.tbsmap,1,0,0,2:4:2:3:1:3
./autobattle/genmap893.tbsmap,0,0,1,4:2:5:4:6:4
./autobattle/genmap894.tbsmap,0,1,0,5:1:4:4:4:5
./autobattle/genmap895.tbsmap,0,0,1,5:5:6:3:5:3
./autobattle/genmap896.tbsmap,0,0,1,4:1:5:1:5:2
./autobattle/genmap897.tbsmap,0,1,0,2:2:1:5:1:6
./autobattle/genmap898.tbsmap,1,0,0,2:5:5:3:5:4
./autobattle/genmap899.tbsmap,1,0,0,1:3:5:4:4:4
./autobattle/genmap9.tbsmap,1,0,0,2:4:2:4:1:4
./autobattle/genmap90.tbsmap,0,1,0,3:4:2:1:1:1
./autobattle/genmap900.tbsmap,1,0,0,4:6:5:4:4:4
./autobattle/genmap901.tbsmap,1,0,0,2:1:2:1:1:1
./autobattle/genmap902.tbsmap,1,0,0,2:1:3:2:2:2
./autobattle/genmap903.tbsmap,0,1,0,4:3:6:5:5:5
./autobattle/genmap904.tbsmap,1,0,0,5:3:6:1:5:1
./autobattle/genmap905.tbsmap,1,0,0,1:3:6:1:5:1
./autobattle/genmap906.tbsmap,1,0,0,3:6:4:5:4:4
./autobattle/genmap907.tbsmap,1,0,0,5:3:6:1:5:1
./autobattle/genmap908.tbsmap,1,0,0,2:3:3:3:3:4
./autobattle/genmap909.tbsmap,0,0,1,4:4:4:4:3:4
./autobattle/genmap91.tbsmap,1,0,0,2:2:2:1:3:1
./autobattle/genmap910.tbsmap,1,0,0,5:4:5:6:4:6
./autobattle/genmap911.tbsmap,1,0,0,2:5:2:5:1:5
./autobattle/genmap912.tbsmap,1,0,0,2:2:2:4:1:4
./autobattle/genmap913.tbsmap,1,0,0,4:3:3:4:4:4
./autobattle/genmap914.tbsmap,0,0,1,4:5:4:5:3:5
./autobattle/genmap915.tbsmap,0,0,1,2:2:2:1:1:1
./autobattle/genmap916.tbsmap,1,0,0,6:3:6:4:6:5
./autobattle/genmap917.tbsmap,1,0,0,3:3:5:3:4:3
./autobattle/genmap918.tbsmap,0,1,0,6:2:6:5:6:6
./autobattle/genmap919.tbsmap,1,0,0,3:5:4:2:4:3
./autobattle/genmap92.tbsmap,0,1,0,4:1:3:5:2:5
./autobattle/genmap920.tbsmap,1,0,0,3:3:6:2:6:3
./autobattle/genmap921.tbsmap,0,0,1,1:3:5:4:4:4
./autobattle/genmap922.tbsmap,1,0,0,2:3:3:5:2:5
./autobattle/genmap923.tbsmap,1,0,0,6:5:5:6:4:6
./autobattle/genmap924.tbsmap,0,1,0,1:3:5:2:5:3
./autobattle/genmap925.tbsmap,0,1,0,2:2:3:3:3:4
./autobattle/genmap926.tbsmap,0,0,1,1:4:4:2:3:2
./autobattle/genmap927.tbsmap,1,0,0,1:4:2:1:1:1
./autobattle/genmap928.tbsmap,0,1,0,5:4:6:4:6:5
./autobattle/genmap929.tbsmap,0,1,0,2:5:4:3:5:3
./autobattle/genmap93.tbsmap,1,0,0,6:6:6:6:5:6
./autobattle/genmap930.tbsmap,0,1,0,5:6:4:5:3:5
./autobattle/genmap931.tbsmap,1,0,0,5:4:4:5:3:5
./autobattle/genmap932.tbsmap,1,0,0,5:2:5:2:4:2
./autobattle/genmap933.tbsmap,1,0,0,5:1:3:1:3:2
./autobattle/genmap934.tbsmap,1,0,0,5:5:5:6:4:6
./autobattle/genmap935.tbsmap,1,0,0,3:5:4:6:3:6
./autobattle/genmap936.tbsmap,1,0,0,4:5:4:3:3:3
./autobattle/genmap937.tbsmap,0,1,0,5:4:4:1:3:1
./autobattle/genmap938.tbsmap,1,0,0,1:1:1:3:1:4
./autobattle/genmap939.tbsmap,1,0,0,6:3:6:3:5:3
./autobattle/genmap94.tbsmap,1,0,0,2:4:5:5:5:6
./autobattle/genmap940.tbsmap,1,0,0,6:5:3:4:3:3
./autobattle/genmap941.tbsmap,0,0,1,2:6:2:5:3:5
./autobattle/genmap942.tbsmap,0,1,0,5:6:5:4:5:3
./autobattle/genmap943.tbsmap,1,0,0,5:4:6:2:5:2
./autobattle/genmap944.tbsmap,1,0,0,4:5:6:2:6:3
./autobattle/genmap945.tbsmap,1,0,0,3:5:2:2:3:2
./autobattle/genmap946.tbsmap,0,1,0,5:2:2:3:2:4
./autobattle/genmap947.tbsmap,1,0,0,4:2:5:3:4:3
./autobattle/genmap948.tbsmap,1,0,0,1:6:2:4:2:3
./autobattle/genmap949.tbsmap,1,0,0,4:3:4:3:5:3
./autobattle/genmap95.tbsmap,1,0,0,2:2:5:4:4:4
./autobattle/genmap950.tbsmap,1,0,0,5:3:6:3:6:4
./autobattle/genmap951.tbsmap,1,0,0,1:2:3:2:4:2
./autobattle/genmap952.tbsmap,1,0,0,6:1:6:1:5:1
./autobattle/genmap953.tbsmap,1,0,0,1:6:2:3:3:3
./autobattle/genmap954.tbsmap,1,0,0,3:5:6:3:5:3
./autobattle/genmap955.tbsmap,1,0,0,2:4:4:5:4:6
./autobattle/genmap956.tbsmap,1,0,0,6:1:4:5:3:5
./autobattle/genmap957.tbsmap,1,0,0,6:2:6:2:6:3
./autobattle/genmap958.tbsmap,0,1,0,3:5:1:6:1:5
./autobattle/genmap959.tbsmap,0,0,1,2:3:2:3:2:4
./autobattle/genmap96.tbsmap,0,1,0,2:6:4:6:3:6
./autobattle/genmap960.tbsmap,1,0,0,4:2:6:5:6:6
./autobattle/genmap961.tbsmap,1,0,0,3:6:3:6:3:5
./autobattle/genmap962.tbsmap,1,0,0,3:4:3:5:2:5
./autobattle/genmap963.tbsmap,1,0,0,3:4:3:2:3:1
./autobattle/genmap964.tbsmap,1,0,0,1:5:3:5:3:6
./autobattle/genmap965.tbsmap,0,0,1,5:1:6:2:5:2
./autobattle/genmap966.tbsmap,0,0,1,3:4:3:4:3:5
./autobattle/genmap967.tbsmap,0,1,0,2:1:3:2:2:2
./autobattle/genmap968.tbsmap,1,0,0,6:4:3:4:3:5
./autobattle/genmap969.tbsmap,1,0,0,5:5:2:4:2:5
./autobattle/genmap97.tbsmap,0,1,0,3:4:5:6:6:6
./autobattle/genmap970.tbsmap,1,0,0,1:2:1:2:1:1
./autobattle/genmap971.tbsmap,0,0,1,6:4:6:4:5:4
./autobattle/genmap972.tbsmap,0,1,0,2:3:2:5:1:5
./autobattle/genmap973.tbsmap,1,0,0,1:1:2:4:1:4
./autobattle/genmap974.tbsmap,0,0,1,5:5:1:5:1:6
./autobattle/genmap975.tbsmap,1,0,0,3:5:2:1:1:1
./autobattle/genmap976.tbsmap,1,0,0,4:4:4:5:3:5
./autobattle/genmap977.tbsmap,1,0,0,1:4:2:3:1:3
./autobattle/genmap978.tbsmap,0,1,0,6:2:5:6:4:6
./autobattle/genmap979.tbsmap,0,0,1,2:5:2:5:1:5
./autobattle/genmap98.tbsmap,1,0,0,5:3:6:1:6:2
./autobattle/genmap980.tbsmap,0,0,1,4:4:3:2:4:2
./autobattle/genmap981.tbsmap,0,0,1,2:3:6:2:5:2
./autobattle/genmap982.tbsmap,0,1,0,4:5:6:2:6:3
./autobattle/genmap983.tbsmap,1,0,0,1:4:2:3:3:3
./autobattle/genmap984.tbsmap,1,0,0,5:6:4:6:4:5
./autobattle/genmap985.tbsmap,1,0,0,2:2:3:5:3:6
./autobattle/genmap986.tbsmap,1,0,0,2:5:6:5:5:5
./autobattle/genmap987.tbsmap,0,1,0,6:5:6:6:5:6
./autobattle/genmap988.tbsmap,0,1,0,4:4:4:5:4:6
./autobattle/genmap989.tbsmap,0,1,0,5:4:6:3:6:2
./autobattle/genmap99.tbsmap,1,0,0,4:1:4:2:3:2
./autobattle/genmap990.tbsmap,0,1,0,1:5:2:3:3:3
./autobattle/genmap991.tbsmap,1,0,0,6:4:2:3:2:4
./autobattle/genmap992.tbsmap,0,1,0,2:2:1:2:1:1
./autobattle/genmap993.tbsmap,1,0,0,6:2:6:5:6:6
./autobattle/genmap994.tbsmap,1,0,0,6:2:6:3:6:4
./autobattle/genmap995.tbsmap,1,0,0,6:1:2:1:1:1
./autobattle/genmap996.tbsmap,0,1,0,2:6:3:4:2:4
./autobattle/genmap997.tbsmap,0,0,1,3:4:4:5:4:6
./autobattle/genmap998.tbsmap,0,0,1,3:4:2:2:2:1
./autobattle/genmap999.tbsmap,1,0,0,5:1:5:1:6:1
